gender,SeniorCitizen,tenure,PhoneService,PaymentMethod,StreamingTV,MonthlyCharges,Churn
Male,0,1,Yes,Mailed check,No,44.15,Yes
Female,0,16,Yes,Mailed check,No,53.9,Yes
Female,0,1,Yes,Mailed check,No,85.45,Yes
Male,0,12,Yes,Credit card (automatic),No,85.05,No
Female,0,54,No,Bank transfer (automatic),No,44.1,No
Female,0,68,Yes,Credit card (automatic),No,90.2,No
Female,0,4,Yes,Mailed check,No,50.85,Yes
Female,0,1,Yes,Electronic check,No,59.2,Yes
Male,0,27,Yes,Mailed check,No,53.45,No
Male,0,21,Yes,Mailed check,No internet service,19.95,No
Male,0,13,Yes,Electronic check,Yes,83.2,Yes
Female,1,64,Yes,Credit card (automatic),No,74.65,No
Female,0,1,Yes,Electronic check,No,54.9,Yes
Male,0,57,No,Bank transfer (automatic),Yes,57.5,No
Female,0,21,Yes,Electronic check,Yes,103.9,Yes
Male,0,19,Yes,Mailed check,No internet service,19.65,No
Male,0,31,Yes,Electronic check,Yes,93.8,No
Male,0,52,Yes,Mailed check,Yes,89.25,No
Female,0,46,Yes,Electronic check,No,94.15,No
Female,1,11,Yes,Electronic check,No,55.6,No
Female,0,53,No,Bank transfer (automatic),No,48.7,No
Female,0,11,Yes,Mailed check,No internet service,19.25,Yes
Male,1,57,Yes,Bank transfer (automatic),Yes,104.9,No
Female,1,2,Yes,Mailed check,No,75.45,Yes
Female,1,2,Yes,Mailed check,No,54.85,Yes
Female,0,71,Yes,Bank transfer (automatic),No internet service,19.9,No
Female,0,1,Yes,Mailed check,No internet service,19.4,No
Male,0,68,Yes,Credit card (automatic),No internet service,25.05,No
Male,0,72,Yes,Mailed check,Yes,84.45,No
Female,0,2,Yes,Mailed check,No internet service,19.3,No
Male,1,1,Yes,Electronic check,Yes,95.1,Yes
Female,0,41,Yes,Bank transfer (automatic),Yes,79.85,No
Male,0,72,Yes,Credit card (automatic),No internet service,25.55,No
Male,0,6,Yes,Electronic check,No,75.5,Yes
Female,0,4,Yes,Electronic check,No,73.75,Yes
Male,0,12,Yes,Electronic check,Yes,96.05,Yes
Female,0,58,Yes,Electronic check,No,68.4,No
Female,0,7,Yes,Mailed check,No internet service,20.65,No
Female,0,65,Yes,Mailed check,No,55.15,No
Male,0,1,Yes,Mailed check,No,70.6,No
Male,0,56,Yes,Credit card (automatic),No internet service,19.95,No
Male,0,4,Yes,Mailed check,No internet service,19.0,No
Female,0,58,Yes,Mailed check,No,44.1,No
Male,0,62,Yes,Bank transfer (automatic),Yes,107.6,No
Male,0,26,Yes,Electronic check,No,61.55,No
Male,0,62,Yes,Bank transfer (automatic),No,90.7,No
Female,0,58,Yes,Credit card (automatic),Yes,99.25,No
Female,0,68,Yes,Electronic check,Yes,91.7,No
Female,0,61,Yes,Credit card (automatic),No,100.7,No
Female,0,42,Yes,Credit card (automatic),Yes,78.45,No
Male,0,18,Yes,Bank transfer (automatic),Yes,84.3,No
Female,0,56,Yes,Bank transfer (automatic),No internet service,19.55,No
Female,0,4,Yes,Electronic check,No,88.95,Yes
Female,0,4,Yes,Credit card (automatic),No internet service,20.45,No
Female,0,35,Yes,Credit card (automatic),No,55.6,No
Female,0,64,Yes,Bank transfer (automatic),No,86.8,No
Female,0,31,Yes,Mailed check,No internet service,20.95,No
Female,1,67,Yes,Bank transfer (automatic),No internet service,20.05,No
Female,0,4,Yes,Credit card (automatic),No,50.7,Yes
Female,1,70,Yes,Electronic check,Yes,113.65,No
Male,0,3,Yes,Credit card (automatic),Yes,53.4,Yes
Male,1,53,Yes,Electronic check,Yes,101.9,Yes
Male,0,2,Yes,Mailed check,No,59.5,No
Female,0,29,Yes,Credit card (automatic),Yes,87.8,No
Female,0,47,No,Mailed check,No,41.9,No
Female,0,68,Yes,Electronic check,Yes,83.0,Yes
Male,0,12,Yes,Mailed check,Yes,69.85,No
Female,0,8,Yes,Bank transfer (automatic),No,56.3,No
Male,0,54,Yes,Electronic check,Yes,109.55,No
Male,0,69,Yes,Mailed check,Yes,92.15,No
Female,0,26,Yes,Bank transfer (automatic),Yes,69.5,No
Female,0,72,Yes,Bank transfer (automatic),No,97.0,No
Female,0,70,No,Bank transfer (automatic),Yes,58.35,No
Male,0,1,Yes,Mailed check,No,50.6,Yes
Male,0,10,Yes,Electronic check,Yes,89.5,Yes
Female,0,28,Yes,Bank transfer (automatic),No,70.4,No
Male,0,1,Yes,Electronic check,No,69.8,Yes
Female,0,21,Yes,Electronic check,Yes,94.3,No
Male,1,51,Yes,Bank transfer (automatic),Yes,93.8,Yes
Female,0,53,Yes,Bank transfer (automatic),No internet service,19.55,No
Male,0,53,Yes,Electronic check,No,95.95,No
Male,0,24,Yes,Electronic check,Yes,101.05,Yes
Female,0,70,Yes,Credit card (automatic),Yes,94.8,No
Male,0,61,Yes,Electronic check,Yes,107.75,No
Female,0,11,Yes,Mailed check,No,54.6,No
Male,0,2,Yes,Credit card (automatic),No,71.3,No
Male,0,25,Yes,Bank transfer (automatic),No internet service,19.5,No
Female,0,41,Yes,Credit card (automatic),No,56.3,No
Male,0,18,Yes,Electronic check,Yes,94.7,Yes
Male,1,72,Yes,Bank transfer (automatic),Yes,104.15,Yes
Female,0,71,Yes,Credit card (automatic),Yes,90.55,No
Female,0,34,Yes,Mailed check,No,60.8,No
Male,0,29,Yes,Credit card (automatic),Yes,98.8,No
Male,1,40,Yes,Credit card (automatic),Yes,98.15,No
Male,0,36,No,Mailed check,No,35.35,No
Female,0,46,Yes,Electronic check,Yes,103.15,No
Female,0,58,Yes,Electronic check,Yes,107.75,No
Male,0,39,Yes,Credit card (automatic),No,81.4,No
Male,0,4,Yes,Credit card (automatic),No,61.45,Yes
Female,0,52,Yes,Credit card (automatic),Yes,95.7,No
Male,1,70,Yes,Electronic check,Yes,104.8,No
Male,1,65,Yes,Bank transfer (automatic),No,70.95,No
Male,0,1,Yes,Mailed check,No,44.95,No
Female,0,70,Yes,Electronic check,Yes,97.65,No
Female,1,29,No,Mailed check,No,35.65,No
Male,0,1,Yes,Electronic check,Yes,90.55,Yes
Female,0,67,Yes,Mailed check,Yes,85.25,No
Female,0,1,Yes,Mailed check,No internet service,19.5,No
Female,0,26,Yes,Bank transfer (automatic),Yes,88.8,Yes
Female,0,30,Yes,Mailed check,No internet service,25.1,No
Female,0,48,Yes,Credit card (automatic),Yes,100.05,No
Female,0,55,Yes,Electronic check,No,55.7,No
Male,0,7,Yes,Mailed check,No,85.2,Yes
Male,0,37,Yes,Electronic check,Yes,91.15,No
Female,0,31,Yes,Bank transfer (automatic),No,83.85,No
Male,0,4,Yes,Electronic check,No,45.9,No
Male,0,72,Yes,Credit card (automatic),No internet service,25.1,No
Male,1,5,Yes,Electronic check,Yes,91.4,Yes
Male,0,1,Yes,Mailed check,No internet service,19.7,No
Female,1,15,Yes,Electronic check,Yes,91.5,No
Male,0,8,Yes,Credit card (automatic),No,51.3,No
Female,0,35,Yes,Mailed check,No internet service,21.1,No
Female,1,56,Yes,Electronic check,Yes,104.75,No
Male,0,42,Yes,Bank transfer (automatic),Yes,106.15,Yes
Male,1,65,Yes,Electronic check,No,85.75,No
Female,0,2,Yes,Mailed check,No internet service,20.3,No
Male,1,65,Yes,Electronic check,Yes,100.75,No
Female,0,18,Yes,Electronic check,No,74.15,No
Female,0,23,Yes,Electronic check,Yes,78.55,No
Female,0,4,Yes,Mailed check,No,45.3,Yes
Male,0,70,Yes,Credit card (automatic),No internet service,19.85,No
Female,0,4,Yes,Electronic check,No,50.7,No
Male,0,19,Yes,Bank transfer (automatic),No,45.0,No
Female,0,18,Yes,Electronic check,No,77.8,No
Female,1,38,Yes,Electronic check,No,83.45,No
Male,0,2,Yes,Credit card (automatic),No,73.25,Yes
Male,0,47,Yes,Bank transfer (automatic),Yes,94.8,No
Female,0,52,Yes,Bank transfer (automatic),No internet service,20.1,No
Male,0,9,Yes,Mailed check,No,59.9,No
Female,0,26,Yes,Credit card (automatic),Yes,90.1,No
Male,0,8,Yes,Electronic check,No,51.05,Yes
Male,0,44,Yes,Electronic check,Yes,70.95,No
Female,0,3,No,Mailed check,No,29.2,No
Male,0,2,Yes,Bank transfer (automatic),No,46.6,No
Female,0,9,Yes,Bank transfer (automatic),Yes,85.35,Yes
Male,1,1,Yes,Electronic check,No,75.35,Yes
Male,0,25,Yes,Bank transfer (automatic),No,74.3,No
Female,1,2,Yes,Electronic check,No,69.3,No
Male,0,43,Yes,Electronic check,No,75.2,Yes
Female,0,1,Yes,Mailed check,No internet service,20.9,Yes
Female,0,58,Yes,Electronic check,No,94.3,No
Female,0,59,Yes,Mailed check,Yes,76.45,No
Male,0,44,No,Electronic check,Yes,54.0,No
Male,0,66,Yes,Electronic check,Yes,104.25,No
Male,0,68,Yes,Bank transfer (automatic),No internet service,19.95,No
Male,0,9,No,Electronic check,No,24.95,No
Male,0,19,Yes,Electronic check,No,84.75,No
Male,0,4,Yes,Mailed check,No internet service,19.75,No
Female,0,70,Yes,Bank transfer (automatic),Yes,113.65,No
Male,0,1,Yes,Mailed check,No,44.9,No
Female,0,8,Yes,Electronic check,No,75.25,No
Male,0,53,Yes,Mailed check,No internet service,24.6,No
Male,1,51,Yes,Bank transfer (automatic),No internet service,25.0,No
Male,0,11,Yes,Bank transfer (automatic),No internet service,20.95,No
Male,0,60,Yes,Electronic check,Yes,110.6,No
Male,0,17,Yes,Credit card (automatic),No,55.5,No
Male,0,3,Yes,Electronic check,No,43.3,Yes
Male,0,70,Yes,Bank transfer (automatic),Yes,109.5,Yes
Male,0,1,Yes,Mailed check,No internet service,19.45,No
Male,1,43,Yes,Electronic check,Yes,84.85,No
Female,0,16,Yes,Mailed check,No internet service,19.6,No
Female,0,57,Yes,Electronic check,No,53.45,No
Male,0,37,Yes,Credit card (automatic),No internet service,19.8,No
Female,0,72,Yes,Credit card (automatic),Yes,112.1,No
Female,1,11,Yes,Credit card (automatic),No,84.8,Yes
Female,1,50,Yes,Electronic check,Yes,95.05,Yes
Male,1,5,Yes,Electronic check,No,50.35,Yes
Male,0,1,Yes,Bank transfer (automatic),No,74.6,Yes
Male,0,16,Yes,Mailed check,No internet service,19.7,Yes
Male,1,2,Yes,Electronic check,No,74.2,No
Female,0,17,Yes,Mailed check,Yes,69.0,No
Female,0,16,Yes,Credit card (automatic),No internet service,19.35,No
Female,0,15,Yes,Electronic check,No,59.45,Yes
Female,0,10,Yes,Mailed check,No internet service,19.8,No
Female,0,46,Yes,Bank transfer (automatic),Yes,105.2,Yes
Male,0,64,Yes,Credit card (automatic),Yes,109.2,No
Female,0,1,Yes,Mailed check,No,79.15,No
Male,0,25,Yes,Mailed check,No,53.65,No
Male,0,71,Yes,Credit card (automatic),Yes,100.2,No
Male,0,8,Yes,Mailed check,No,45.15,Yes
Female,0,72,Yes,Bank transfer (automatic),Yes,108.65,No
Female,0,49,No,Bank transfer (automatic),Yes,40.65,No
Male,0,29,No,Credit card (automatic),No,55.35,No
Male,0,72,Yes,Bank transfer (automatic),No,105.6,No
Male,0,31,Yes,Electronic check,Yes,93.8,Yes
Female,0,50,Yes,Electronic check,Yes,95.7,No
Male,0,71,Yes,Electronic check,Yes,83.2,No
Male,1,70,Yes,Credit card (automatic),Yes,90.05,No
Male,0,71,Yes,Credit card (automatic),No,97.65,No
Male,0,61,Yes,Bank transfer (automatic),No,68.05,No
Male,0,32,Yes,Electronic check,Yes,96.2,Yes
Female,0,1,Yes,Electronic check,No,79.6,Yes
Male,0,68,Yes,Bank transfer (automatic),No,102.1,No
Male,0,62,Yes,Bank transfer (automatic),No internet service,23.4,No
Female,0,7,Yes,Electronic check,No,71.05,No
Male,0,20,Yes,Electronic check,Yes,85.25,Yes
Male,0,6,Yes,Mailed check,No internet service,19.45,No
Female,1,33,No,Bank transfer (automatic),Yes,59.45,No
Male,0,28,Yes,Bank transfer (automatic),Yes,92.2,No
Male,0,27,Yes,Credit card (automatic),No internet service,19.85,No
Male,0,7,Yes,Mailed check,No,43.9,No
Male,0,26,Yes,Electronic check,No,80.5,Yes
Male,1,5,Yes,Electronic check,No,89.8,Yes
Male,1,30,Yes,Credit card (automatic),No,90.5,No
Male,0,63,Yes,Credit card (automatic),No,90.45,No
Male,0,1,Yes,Electronic check,No,50.75,Yes
Female,0,53,Yes,Electronic check,Yes,84.6,No
Female,0,14,Yes,Credit card (automatic),No,89.65,Yes
Female,0,21,Yes,Bank transfer (automatic),Yes,99.15,No
Male,0,17,Yes,Mailed check,No internet service,19.95,No
Male,0,16,Yes,Mailed check,No internet service,20.5,No
Female,0,35,Yes,Electronic check,No,62.1,No
Female,1,32,Yes,Electronic check,No,79.5,No
Female,0,28,Yes,Bank transfer (automatic),No internet service,19.55,No
Female,0,1,Yes,Mailed check,No internet service,20.35,No
Male,0,59,No,Electronic check,Yes,51.7,No
Female,0,72,Yes,Bank transfer (automatic),No internet service,23.3,No
Male,0,36,Yes,Mailed check,No,65.4,Yes
Female,0,40,Yes,Mailed check,Yes,65.1,No
Male,0,40,Yes,Electronic check,No,81.2,No
Female,0,9,Yes,Mailed check,Yes,72.9,Yes
Male,0,63,Yes,Credit card (automatic),Yes,74.5,No
Female,0,3,Yes,Electronic check,Yes,80.5,No
Male,0,40,No,Mailed check,Yes,60.3,No
Male,0,8,Yes,Mailed check,No,75.0,No
Male,1,34,Yes,Mailed check,Yes,90.15,No
Male,0,5,No,Mailed check,No,40.0,Yes
Male,1,9,Yes,Credit card (automatic),Yes,99.45,Yes
Male,0,9,Yes,Credit card (automatic),No,69.05,No
Male,0,31,Yes,Bank transfer (automatic),No,59.7,No
Female,0,50,Yes,Bank transfer (automatic),No internet service,19.85,No
Female,0,2,Yes,Electronic check,No,86.25,Yes
Female,0,1,Yes,Electronic check,No,45.65,Yes
Male,0,8,Yes,Mailed check,No,70.1,Yes
Female,0,9,No,Electronic check,No,40.75,No
Female,1,2,Yes,Bank transfer (automatic),No,70.2,Yes
Female,0,3,Yes,Electronic check,No,55.35,Yes
Male,0,25,Yes,Credit card (automatic),Yes,95.7,No
Male,1,1,Yes,Electronic check,No,46.3,No
Female,0,45,Yes,Mailed check,Yes,81.3,No
Male,1,51,Yes,Electronic check,No,84.2,Yes
Female,0,55,Yes,Credit card (automatic),No internet service,20.0,No
Female,0,38,Yes,Bank transfer (automatic),No,66.15,No
Male,0,2,Yes,Mailed check,No,45.85,Yes
Male,0,38,Yes,Electronic check,No internet service,19.6,No
Male,0,34,Yes,Electronic check,No,49.8,No
Female,0,70,Yes,Electronic check,Yes,101.75,No
Female,0,13,Yes,Mailed check,No,55.15,No
Male,0,39,Yes,Electronic check,No,75.25,Yes
Female,0,61,Yes,Electronic check,Yes,103.95,No
Female,0,12,Yes,Bank transfer (automatic),Yes,100.15,Yes
Male,0,41,Yes,Credit card (automatic),Yes,99.65,No
Male,0,21,Yes,Electronic check,No,73.7,No
Male,1,55,No,Bank transfer (automatic),Yes,50.05,No
Male,0,69,No,Bank transfer (automatic),Yes,60.25,No
Male,1,26,Yes,Electronic check,Yes,105.75,Yes
Female,1,69,Yes,Credit card (automatic),No,87.3,No
Female,1,18,No,Electronic check,Yes,48.35,Yes
Male,0,47,Yes,Electronic check,No,54.25,No
Female,0,72,Yes,Bank transfer (automatic),Yes,85.3,No
Male,1,33,No,Electronic check,Yes,50.0,No
Female,0,2,No,Mailed check,No,24.4,Yes
Female,0,72,Yes,Credit card (automatic),Yes,90.95,No
Male,1,37,Yes,Bank transfer (automatic),No,72.25,No
Female,1,62,Yes,Credit card (automatic),No,96.1,No
Female,0,71,Yes,Credit card (automatic),No internet service,19.85,No
Male,0,23,Yes,Bank transfer (automatic),No,55.3,No
Female,0,16,Yes,Mailed check,No internet service,20.1,No
Male,0,9,Yes,Mailed check,Yes,69.5,No
Male,0,17,Yes,Mailed check,No internet service,25.15,No
Female,0,4,Yes,Bank transfer (automatic),No internet service,20.95,Yes
Female,1,1,Yes,Electronic check,No,49.55,Yes
Female,0,24,Yes,Mailed check,No,79.65,No
Female,1,1,Yes,Electronic check,No,71.25,No
Male,1,72,Yes,Bank transfer (automatic),Yes,113.8,No
Female,0,72,Yes,Electronic check,No internet service,24.55,No
Female,0,11,Yes,Credit card (automatic),No internet service,19.7,No
Male,0,9,Yes,Mailed check,No internet service,20.25,Yes
Female,1,2,Yes,Credit card (automatic),No,50.15,Yes
Female,1,60,Yes,Credit card (automatic),Yes,100.5,No
Male,1,29,Yes,Electronic check,No,95.9,Yes
Female,0,49,Yes,Bank transfer (automatic),Yes,74.45,No
Female,1,30,Yes,Electronic check,Yes,104.1,No
Female,0,53,Yes,Credit card (automatic),No internet service,19.05,No
Male,0,39,Yes,Mailed check,No internet service,25.0,No
Female,0,9,Yes,Mailed check,No internet service,19.05,No
Male,0,39,Yes,Electronic check,No,81.9,No
Male,1,8,Yes,Electronic check,No,69.7,No
Female,0,51,Yes,Electronic check,No,90.15,No
Male,0,71,Yes,Credit card (automatic),No internet service,25.35,No
Male,1,71,Yes,Mailed check,No internet service,24.65,No
Female,1,70,Yes,Credit card (automatic),No internet service,19.55,No
Female,1,1,No,Electronic check,No,25.25,Yes
Male,0,38,No,Bank transfer (automatic),Yes,60.0,No
Female,0,28,Yes,Credit card (automatic),No,89.9,No
Female,0,32,Yes,Bank transfer (automatic),No internet service,19.4,No
Male,1,49,Yes,Mailed check,No,49.8,No
Female,0,37,Yes,Bank transfer (automatic),No internet service,24.1,No
Female,0,10,Yes,Electronic check,No,54.25,No
Male,0,67,Yes,Credit card (automatic),Yes,109.9,No
Male,0,7,No,Credit card (automatic),No,35.5,No
Female,0,51,Yes,Credit card (automatic),Yes,87.55,No
Female,0,9,Yes,Electronic check,No,45.15,Yes
Female,0,9,Yes,Mailed check,Yes,88.4,No
Male,0,4,Yes,Mailed check,No,50.8,No
Male,0,71,Yes,Electronic check,Yes,99.0,No
Female,0,50,Yes,Bank transfer (automatic),Yes,84.4,Yes
Female,1,24,Yes,Electronic check,Yes,96.55,No
Male,0,22,Yes,Bank transfer (automatic),Yes,59.75,No
Male,0,44,Yes,Electronic check,Yes,111.5,No
Female,0,33,Yes,Bank transfer (automatic),No internet service,24.25,No
Female,0,1,Yes,Electronic check,No,75.1,Yes
Female,0,54,Yes,Credit card (automatic),Yes,70.15,Yes
Male,0,42,Yes,Electronic check,Yes,101.75,Yes
Female,0,1,Yes,Electronic check,No,45.8,Yes
Female,0,1,Yes,Mailed check,No internet service,20.5,No
Male,0,30,Yes,Electronic check,Yes,70.4,No
Female,0,1,No,Mailed check,No,30.55,No
Male,0,16,Yes,Electronic check,Yes,84.9,No
Male,0,1,Yes,Mailed check,No internet service,20.1,Yes
Male,0,9,No,Mailed check,Yes,40.65,Yes
Male,1,46,Yes,Electronic check,Yes,101.0,Yes
Male,0,1,Yes,Electronic check,No,69.1,Yes
Male,0,71,Yes,Bank transfer (automatic),No,54.5,No
Male,0,43,Yes,Credit card (automatic),No,75.35,No
Male,0,50,No,Bank transfer (automatic),Yes,44.45,No
Female,0,13,Yes,Mailed check,No,75.0,Yes
Male,0,19,Yes,Bank transfer (automatic),Yes,100.0,Yes
Female,0,41,Yes,Bank transfer (automatic),Yes,98.05,No
Female,1,1,Yes,Electronic check,No,71.15,Yes
Female,0,24,No,Credit card (automatic),Yes,54.15,Yes
Female,0,40,Yes,Bank transfer (automatic),Yes,63.9,No
Female,0,3,Yes,Bank transfer (automatic),Yes,69.15,No
Female,0,37,Yes,Bank transfer (automatic),Yes,64.65,No
Female,0,67,Yes,Credit card (automatic),Yes,108.75,Yes
Female,0,32,Yes,Electronic check,Yes,98.85,No
Female,0,6,Yes,Electronic check,No,49.15,Yes
Female,0,32,Yes,Electronic check,Yes,89.6,No
Female,0,59,Yes,Electronic check,No,83.25,No
Female,0,30,Yes,Bank transfer (automatic),No,70.25,No
Male,0,20,Yes,Electronic check,No internet service,19.4,Yes
Female,0,27,Yes,Electronic check,No internet service,24.5,No
Female,1,20,Yes,Electronic check,No,79.15,Yes
Male,0,9,Yes,Mailed check,No internet service,20.1,No
Female,0,68,Yes,Credit card (automatic),Yes,73.0,No
Female,0,69,Yes,Credit card (automatic),No,61.4,No
Male,0,26,Yes,Mailed check,No,84.3,No
Male,0,69,Yes,Bank transfer (automatic),No internet service,19.9,No
Male,0,11,Yes,Mailed check,No internet service,20.4,No
Male,0,1,Yes,Mailed check,No,50.75,No
Male,0,10,Yes,Mailed check,No internet service,20.45,No
Female,0,55,Yes,Bank transfer (automatic),No,75.75,No
Male,0,44,Yes,Electronic check,Yes,65.4,No
Male,1,46,Yes,Electronic check,No,80.4,Yes
Male,0,69,Yes,Bank transfer (automatic),No,59.75,No
Male,1,11,Yes,Electronic check,No,78.5,No
Female,0,11,Yes,Electronic check,Yes,102.0,Yes
Male,0,29,Yes,Bank transfer (automatic),No,48.95,No
Female,0,57,Yes,Electronic check,Yes,99.65,No
Male,0,28,Yes,Credit card (automatic),No internet service,18.25,No
Female,0,42,Yes,Credit card (automatic),No,54.55,No
Female,0,2,Yes,Mailed check,No internet service,20.65,Yes
Male,0,23,No,Bank transfer (automatic),No,40.65,No
Female,0,18,Yes,Mailed check,No internet service,20.45,No
Male,0,62,Yes,Bank transfer (automatic),No internet service,24.8,No
Female,0,1,Yes,Mailed check,No,70.8,Yes
Male,0,16,Yes,Credit card (automatic),No,89.05,Yes
Female,0,3,Yes,Electronic check,Yes,96.6,Yes
Male,0,67,Yes,Bank transfer (automatic),Yes,88.8,No
Male,0,62,Yes,Credit card (automatic),No internet service,20.05,No
Female,0,57,Yes,Credit card (automatic),Yes,104.5,Yes
Male,0,2,Yes,Electronic check,No,69.8,No
Female,0,23,Yes,Bank transfer (automatic),Yes,77.15,No
Female,0,25,No,Bank transfer (automatic),No,35.05,No
Female,1,72,Yes,Bank transfer (automatic),Yes,108.1,No
Female,0,2,Yes,Electronic check,Yes,84.05,No
Female,0,8,Yes,Bank transfer (automatic),No internet service,20.2,No
Female,0,5,Yes,Mailed check,No,50.6,Yes
Male,0,35,No,Electronic check,Yes,49.2,No
Male,0,24,Yes,Electronic check,No internet service,24.6,No
Female,0,2,Yes,Electronic check,No,71.65,No
Male,0,72,Yes,Credit card (automatic),No,104.9,No
Female,0,41,Yes,Electronic check,Yes,106.5,No
Male,0,4,Yes,Electronic check,No,49.35,Yes
Male,0,26,Yes,Bank transfer (automatic),No,75.5,No
Male,0,7,Yes,Electronic check,Yes,94.25,Yes
Female,0,1,Yes,Electronic check,No,68.95,Yes
Female,0,4,Yes,Mailed check,No,58.5,No
Male,0,48,Yes,Credit card (automatic),Yes,78.9,No
Male,1,2,Yes,Electronic check,Yes,93.85,Yes
Female,1,12,Yes,Electronic check,Yes,79.2,No
Male,0,60,Yes,Bank transfer (automatic),Yes,109.45,No
Male,0,55,Yes,Electronic check,No,59.2,No
Male,0,1,No,Mailed check,No,29.15,No
Male,0,1,Yes,Mailed check,No internet service,20.05,No
Male,0,4,Yes,Electronic check,No,76.05,Yes
Male,0,1,No,Mailed check,No,24.45,Yes
Female,0,42,Yes,Credit card (automatic),No,66.5,No
Female,0,1,Yes,Bank transfer (automatic),No,49.55,No
Male,0,7,Yes,Credit card (automatic),Yes,89.35,Yes
Male,0,3,Yes,Credit card (automatic),No,73.6,No
Female,0,72,Yes,Credit card (automatic),Yes,82.65,No
Male,0,15,Yes,Electronic check,No,49.0,No
Male,0,4,Yes,Electronic check,Yes,80.35,Yes
Female,0,11,Yes,Electronic check,No internet service,25.2,No
Female,0,5,Yes,Mailed check,No internet service,25.45,No
Female,1,1,Yes,Electronic check,No,55.8,Yes
Male,0,72,Yes,Credit card (automatic),Yes,110.9,No
Female,0,55,Yes,Credit card (automatic),No,77.75,No
Female,0,40,Yes,Electronic check,No internet service,26.2,No
Female,0,57,Yes,Bank transfer (automatic),No internet service,19.9,No
Male,0,1,Yes,Electronic check,Yes,79.05,Yes
Male,0,1,Yes,Electronic check,Yes,95.0,Yes
Female,0,1,No,Mailed check,No,25.2,Yes
Male,1,52,Yes,Electronic check,Yes,80.85,No
Male,1,41,Yes,Electronic check,Yes,98.4,Yes
Male,0,43,Yes,Mailed check,Yes,56.35,No
Female,0,47,Yes,Bank transfer (automatic),No internet service,19.3,No
Male,0,3,Yes,Bank transfer (automatic),No,50.4,No
Male,1,66,Yes,Credit card (automatic),Yes,79.4,Yes
Male,0,55,Yes,Credit card (automatic),No,55.25,No
Male,0,29,Yes,Mailed check,No internet service,19.1,No
Female,0,12,Yes,Electronic check,Yes,84.05,No
Female,0,66,Yes,Electronic check,Yes,105.2,No
Male,1,35,Yes,Electronic check,Yes,101.4,Yes
Male,1,10,Yes,Electronic check,No,89.8,Yes
Male,0,27,Yes,Bank transfer (automatic),No,75.75,No
Female,0,58,Yes,Electronic check,Yes,95.3,No
Male,0,54,Yes,Bank transfer (automatic),Yes,109.75,Yes
Male,0,9,Yes,Mailed check,No internet service,19.85,No
Male,0,2,Yes,Credit card (automatic),No internet service,19.3,Yes
Male,0,6,Yes,Electronic check,No,69.1,No
Female,1,26,Yes,Electronic check,Yes,91.25,Yes
Female,0,9,Yes,Mailed check,No internet service,20.25,No
Male,0,8,Yes,Mailed check,No,54.75,No
Male,0,12,Yes,Electronic check,Yes,81.45,No
Female,0,15,Yes,Electronic check,No,49.1,Yes
Male,0,43,Yes,Electronic check,Yes,80.2,No
Male,0,42,Yes,Electronic check,Yes,100.3,No
Female,0,31,Yes,Credit card (automatic),No,65.25,Yes
Female,0,66,Yes,Credit card (automatic),No,90.95,No
Female,1,18,Yes,Electronic check,No,85.45,Yes
Male,0,1,Yes,Mailed check,No internet service,20.0,No
Male,0,61,Yes,Electronic check,Yes,94.1,Yes
Male,0,10,Yes,Electronic check,No,79.85,No
Male,1,1,Yes,Electronic check,No,71.65,Yes
Female,1,18,Yes,Electronic check,No,73.55,No
Male,0,24,Yes,Electronic check,Yes,104.65,Yes
Female,0,3,Yes,Mailed check,No internet service,19.3,No
Male,0,50,Yes,Credit card (automatic),No internet service,20.15,No
Male,0,1,Yes,Electronic check,No,44.55,No
Male,0,2,Yes,Mailed check,No,54.45,No
Male,0,17,Yes,Bank transfer (automatic),No internet service,19.65,No
Male,0,69,Yes,Electronic check,Yes,105.0,No
Male,0,72,Yes,Credit card (automatic),Yes,88.7,No
Female,0,3,Yes,Electronic check,No,74.25,Yes
Male,1,50,Yes,Bank transfer (automatic),No,75.15,No
Female,0,53,Yes,Mailed check,No internet service,20.25,No
Female,0,58,Yes,Credit card (automatic),Yes,109.1,No
Male,0,46,No,Bank transfer (automatic),No,30.75,No
Male,1,72,Yes,Credit card (automatic),Yes,112.9,No
Female,1,1,Yes,Electronic check,No,74.2,Yes
Female,0,6,Yes,Mailed check,Yes,94.05,No
Male,0,72,Yes,Bank transfer (automatic),No,78.85,No
Male,0,4,Yes,Mailed check,No,55.3,No
Female,0,52,Yes,Mailed check,No internet service,19.35,No
Male,0,0,Yes,Mailed check,No internet service,25.35,No
Female,0,2,Yes,Mailed check,No internet service,20.45,No
Female,0,65,Yes,Bank transfer (automatic),No internet service,19.35,No
Male,1,43,Yes,Electronic check,Yes,101.0,Yes
Male,0,4,Yes,Electronic check,Yes,100.2,Yes
Male,1,25,Yes,Electronic check,No,89.05,Yes
Female,0,51,Yes,Credit card (automatic),Yes,78.65,No
Male,0,12,Yes,Bank transfer (automatic),Yes,74.75,No
Female,0,57,Yes,Bank transfer (automatic),Yes,70.1,Yes
Female,0,24,Yes,Mailed check,No internet service,19.9,No
Female,0,64,Yes,Bank transfer (automatic),No,58.35,No
Female,0,4,Yes,Electronic check,Yes,105.65,Yes
Female,0,26,Yes,Bank transfer (automatic),Yes,100.5,No
Female,0,15,Yes,Mailed check,No internet service,20.05,No
Male,1,64,Yes,Credit card (automatic),No internet service,25.65,No
